Date,TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
19-05-2023,10:00:00,4468.02,1881.55,950.97,1343.87,214.33,35.05
19-05-2023,12:00:00,5017.13,2046.12,1136.72,1519.87,232.95,35.85
19-05-2023,14:00:00,5096.03,2104.99,1116.43,1502.81,285.6,35.83
19-05-2023,16:00:00,5459.06,2253.77,1217.94,1615.56,288.22,36.31
19-05-2023,18:00:00,5085.73,2096.05,1175.24,1494.6,242.57,29.76
19-05-2023,20:00:00,4735.13,2037.27,1042.81,1378.76,198.9,29.31
19-05-2023,22:00:00,4938.29,2199.29,1071.8,1408.56,178.82,30.58
19-05-2023,23:00:00,5267.67,2363.01,1147.32,1503.61,174.32,29.22
20-05-2023,00:00:00,5272.57,2337.34,1189.32,1507.16,167.67,28.41
20-05-2023,02:00:00,4673.46,2060.63,1042.43,1340.78,158.84,26.36
20-05-2023,04:00:00,4131.86,1815.03,913.77,1187.04,151.02,24.89
20-05-2023,06:00:00,3813.28,1660.42,838.28,1101.46,145.46,24.61
20-05-2023,08:00:00,3690.94,1607.13,832.64,1022.49,168.34,24.21
20-05-2023,10:00:00,4267.23,1828.81,956.55,1217.21,208.37,29.01
20-05-2023,12:00:00,4763.76,2025.8,1095.41,1336.03,231.24,29.74
20-05-2023,14:00:00,4941.46,2138.83,1158.45,1335.0,232.21,29.26
20-05-2023,16:00:00,5307.15,2295.04,1230.14,1456.9,231.41,29.35
20-05-2023,18:00:00,4869.33,2107.02,1165.7,1310.15,206.54,28.85
20-05-2023,20:00:00,4658.0,2050.56,1071.63,1266.01,187.16,28.51
20-05-2023,22:00:00,5040.77,2280.5,1134.35,1373.36,174.02,29.15
20-05-2023,23:00:00,5393.25,2424.28,1210.51,1503.73,171.75,29.15
21-05-2023,00:00:00,5453.94,2441.84,1260.53,1509.35,165.7,27.93
21-05-2023,02:00:00,4945.9,2214.47,1129.51,1364.89,161.45,27.01
21-05-2023,04:00:00,4394.33,1959.13,1005.04,1206.5,156.24,25.61
21-05-2023,06:00:00,3981.12,1763.37,904.79,1102.97,148.44,24.75
21-05-2023,08:00:00,3748.39,1629.39,854.71,1043.48,156.36,22.95
21-05-2023,10:00:00,4044.46,1664.09,909.81,1235.11,168.36,24.6
21-05-2023,12:00:00,4474.94,1854.76,1006.8,1357.23,184.39,26.18
21-05-2023,14:00:00,4930.33,2077.09,1120.18,1472.52,191.6,27.04
21-05-2023,16:00:00,5253.96,2239.03,1189.49,1559.46,192.46,26.86
21-05-2023,18:00:00,4786.57,2047.52,1118.55,1371.39,185.86,28.35
21-05-2023,20:00:00,4834.6,2104.84,1096.29,1379.07,186.74,29.0
21-05-2023,22:00:00,5501.82,2461.24,1232.9,1537.64,185.14,31.23
21-05-2023,23:00:00,5938.03,2648.3,1350.41,1675.12,184.82,31.67
22-05-2023,00:00:00,5956.84,2659.78,1358.11,1673.21,180.73,30.8
22-05-2023,02:00:00,5373.36,2375.64,1234.4,1515.26,168.79,29.12
22-05-2023,04:00:00,4825.38,2138.28,1088.4,1360.6,165.3,27.55
22-05-2023,06:00:00,4295.45,1889.26,968.87,1209.09,159.19,26.96
22-05-2023,08:00:00,4099.63,1750.25,928.23,1157.23,195.97,30.66
22-05-2023,10:00:00,4969.13,2096.31,1051.6,1441.28,295.55,38.62
22-05-2023,12:00:00,5634.83,2338.37,1211.88,1658.48,326.38,42.21
22-05-2023,14:00:00,6076.16,2564.81,1335.06,1747.56,332.62,42.24
22-05-2023,16:00:00,6420.78,2750.9,1401.03,1834.42,331.55,41.98
22-05-2023,18:00:00,5758.8,2461.29,1282.69,1641.21,287.38,34.58
22-05-2023,20:00:00,5155.48,2271.35,1097.92,1477.06,227.65,32.77
22-05-2023,22:00:00,5984.99,2691.0,1304.25,1688.72,205.16,34.34
22-05-2023,23:00:00,6388.53,2866.25,1440.59,1782.55,203.48,33.69
23-05-2023,00:00:00,6404.76,2828.4,1463.57,1821.52,198.11,32.34
23-05-2023,02:00:00,5783.46,2563.03,1308.57,1642.59,183.3,31.0
23-05-2023,04:00:00,5211.99,2307.5,1170.3,1477.55,176.92,30.13
23-05-2023,06:00:00,4592.4,2011.24,1042.69,1293.89,172.96,28.83
23-05-2023,08:00:00,4358.6,1847.66,997.58,1237.13,205.38,30.9
23-05-2023,10:00:00,5153.37,2172.39,1056.28,1539.89,298.82,39.71
23-05-2023,12:00:00,5923.14,2484.15,1241.77,1749.02,333.84,42.72
23-05-2023,14:00:00,6389.03,2702.89,1375.24,1847.9,358.29,43.54
23-05-2023,16:00:00,6785.3,2883.1,1467.15,1951.61,373.62,44.36
23-05-2023,18:00:00,5764.37,2407.12,1297.95,1657.57,312.1,33.83
23-05-2023,20:00:00,5258.13,2251.33,1138.15,1524.91,257.45,32.06
23-05-2023,22:00:00,5943.77,2667.73,1305.46,1671.59,208.8,34.31
23-05-2023,23:00:00,6397.61,2873.0,1408.3,1804.95,210.47,34.57
24-05-2023,00:00:00,6140.9,2740.22,1395.01,1719.54,195.25,32.58
24-05-2023,02:00:00,5570.03,2492.39,1246.35,1570.3,177.72,30.42
24-05-2023,04:00:00,4947.88,2222.33,1091.35,1390.25,167.41,29.35
24-05-2023,06:00:00,4388.52,1944.14,979.55,1233.01,160.32,27.92
24-05-2023,08:00:00,4207.51,1806.36,953.8,1171.83,203.87,31.42
24-05-2023,10:00:00,4889.17,2050.57,1028.52,1426.36,298.29,37.94
24-05-2023,12:00:00,5294.19,2098.49,1202.79,1578.74,323.48,39.79
24-05-2023,14:00:00,5345.77,2195.16,1196.58,1540.3,327.86,36.95
24-05-2023,16:00:00,5614.93,2306.22,1253.44,1643.82,325.85,34.71
24-05-2023,18:00:00,4978.35,2017.19,1128.31,1490.71,260.44,29.39
24-05-2023,20:00:00,4819.68,2041.18,1097.17,1396.6,208.92,30.3
24-05-2023,22:00:00,4887.84,2129.16,1083.58,1416.83,183.16,29.04
24-05-2023,23:00:00,5245.23,2304.66,1152.71,1529.04,180.96,29.06
25-05-2023,00:00:00,5294.21,2291.25,1194.15,1549.78,179.42,28.18
25-05-2023,02:00:00,4767.18,2066.93,1072.24,1389.1,166.63,27.0
25-05-2023,04:00:00,4155.86,1811.39,913.52,1215.11,151.36,25.06
25-05-2023,06:00:00,3778.48,1643.88,831.28,1101.31,141.96,24.59
25-05-2023,08:00:00,3814.16,1609.29,857.97,1101.96,176.76,28.38
25-05-2023,10:00:00,4623.46,1867.61,979.37,1400.66,295.22,34.82
25-05-2023,12:00:00,5112.3,2053.59,1117.95,1555.99,303.47,34.54
25-05-2023,14:00:00,5203.33,2111.77,1158.65,1549.51,309.17,35.26
25-05-2023,16:00:00,5568.68,2284.33,1223.99,1650.73,323.77,36.64
25-05-2023,18:00:00,5152.32,2124.32,1184.53,1504.7,261.07,30.24
25-05-2023,20:00:00,4531.74,1946.57,972.24,1351.42,195.92,28.15
25-05-2023,22:00:00,4161.49,1759.04,900.74,1270.44,167.7,25.82
25-05-2023,23:00:00,4453.97,1879.41,979.95,1361.99,164.67,25.51
26-05-2023,00:00:00,4459.59,1879.52,1001.04,1352.33,160.24,24.88
26-05-2023,02:00:00,4024.71,1710.18,897.16,1214.0,142.36,22.78
26-05-2023,04:00:00,3673.26,1566.2,811.76,1104.91,133.97,21.84
26-05-2023,06:00:00,3499.43,1478.22,777.77,1052.09,133.52,22.19
26-05-2023,08:00:00,3637.15,1492.76,805.78,1106.9,172.84,26.3
26-05-2023,10:00:00,4240.95,1676.95,885.28,1325.89,281.44,31.78
26-05-2023,12:00:00,4690.35,1815.11,1035.65,1472.59,290.63,32.79
26-05-2023,14:00:00,4732.48,1883.52,1019.95,1468.05,285.73,32.93
26-05-2023,16:00:00,4990.16,1981.54,1109.98,1532.3,288.84,30.24
26-05-2023,18:00:00,4755.58,1931.17,1077.5,1436.07,238.34,26.99
26-05-2023,20:00:00,4539.52,1906.7,989.78,1370.6,201.34,27.51
26-05-2023,22:00:00,4675.23,2035.95,1017.59,1368.86,175.55,27.46
26-05-2023,23:00:00,4991.15,2170.54,1093.3,1478.29,176.48,27.15
27-05-2023,00:00:00,5050.22,2169.9,1139.1,1494.11,174.49,26.43
27-05-2023,02:00:00,4533.98,1933.14,1024.73,1349.27,158.64,24.58
27-05-2023,04:00:00,4099.92,1758.21,906.22,1223.86,149.06,23.58
27-05-2023,06:00:00,3761.35,1566.69,859.64,1129.29,148.37,23.84
27-05-2023,08:00:00,3197.03,1305.68,741.64,962.47,140.04,18.53
27-05-2023,10:00:00,3572.41,1510.17,776.19,1060.28,170.61,21.36
27-05-2023,12:00:00,3892.55,1581.23,925.22,1147.14,182.66,20.62
27-05-2023,14:00:00,3991.55,1636.03,944.83,1159.86,192.45,20.97
27-05-2023,16:00:00,4219.02,1756.32,981.07,1224.23,194.88,21.3
27-05-2023,18:00:00,4204.29,1781.76,1001.97,1172.42,186.32,21.82
27-05-2023,20:00:00,4171.86,1809.61,948.2,1169.6,178.5,25.3
27-05-2023,22:00:00,4237.6,1869.3,940.73,1194.94,167.42,24.65
27-05-2023,23:00:00,4443.21,1967.44,981.28,1263.78,164.44,24.43
28-05-2023,00:00:00,4491.68,1972.41,1011.95,1284.15,157.21,23.9
28-05-2023,02:00:00,4060.01,1766.36,917.18,1166.58,148.77,22.59
28-05-2023,04:00:00,3683.59,1614.24,815.04,1063.87,133.74,21.69
28-05-2023,06:00:00,3477.99,1524.87,761.85,1005.22,130.46,21.61
28-05-2023,08:00:00,3475.74,1452.21,797.93,1033.41,137.45,20.69
28-05-2023,10:00:00,3767.24,1523.02,829.61,1207.7,150.37,21.43
28-05-2023,12:00:00,4071.71,1634.46,910.05,1295.08,172.04,20.02
28-05-2023,14:00:00,4232.75,1742.31,948.0,1313.38,166.77,22.63
28-05-2023,16:00:00,4436.03,1833.86,978.54,1377.68,181.71,24.14
28-05-2023,18:00:00,4209.39,1725.8,985.48,1284.31,164.32,24.09
28-05-2023,20:00:00,4376.89,1864.32,956.46,1306.29,180.28,26.82
28-05-2023,22:00:00,4690.16,2080.0,1017.98,1349.86,169.84,27.58
28-05-2023,23:00:00,4780.74,2082.78,1078.34,1397.85,145.89,26.54
29-05-2023,00:00:00,4717.85,2046.14,1075.02,1384.83,139.09,25.38
29-05-2023,02:00:00,4020.51,1747.88,924.02,1163.4,123.89,23.41
29-05-2023,04:00:00,3570.25,1558.27,797.66,1043.88,114.69,21.89
29-05-2023,06:00:00,3410.07,1494.5,740.73,1001.65,117.1,22.43
29-05-2023,08:00:00,3462.33,1471.93,766.9,1005.31,153.44,25.27
29-05-2023,10:00:00,4283.94,1775.69,858.84,1312.1,259.71,32.28
29-05-2023,12:00:00,4766.77,1948.04,1003.16,1461.77,277.14,34.0
29-05-2023,14:00:00,4630.74,1902.66,991.63,1402.85,258.01,31.82
29-05-2023,16:00:00,4357.92,1769.25,924.97,1364.1,241.58,27.61
29-05-2023,18:00:00,4309.56,1767.14,928.65,1333.57,207.96,24.5
29-05-2023,20:00:00,4260.32,1811.54,920.65,1310.04,159.06,25.87
29-05-2023,22:00:00,4248.76,1852.14,935.18,1251.98,143.15,25.1
29-05-2023,23:00:00,4270.87,1877.16,931.33,1260.27,135.98,24.05
30-05-2023,00:00:00,4195.63,1821.72,937.55,1252.2,126.22,21.68
30-05-2023,02:00:00,3783.06,1634.12,846.49,1127.23,117.66,21.78
30-05-2023,04:00:00,3416.76,1481.9,750.59,1018.72,112.81,20.47
30-05-2023,06:00:00,3289.95,1435.08,711.36,980.04,111.19,21.65
30-05-2023,08:00:00,3448.37,1463.42,744.33,1024.04,160.21,25.55
30-05-2023,10:00:00,4284.41,1728.58,885.86,1345.71,250.51,32.09
30-05-2023,12:00:00,4667.26,1881.1,980.85,1460.9,264.34,32.48
30-05-2023,14:00:00,4679.83,1908.43,1014.54,1419.89,267.26,31.55
30-05-2023,16:00:00,4857.92,1973.46,1029.66,1506.8,266.95,31.33
30-05-2023,18:00:00,4575.64,1869.93,1018.27,1404.52,206.09,26.39
30-05-2023,20:00:00,3843.0,1583.99,831.16,1221.39,148.85,21.22
30-05-2023,22:00:00,3916.17,1678.51,867.92,1185.21,130.72,21.57
30-05-2023,23:00:00,4076.79,1732.6,922.7,1236.92,130.1,21.17
31-05-2023,00:00:00,4005.83,1711.55,907.63,1217.05,122.68,20.2
31-05-2023,02:00:00,3611.96,1535.26,801.98,1105.9,114.38,19.44
31-05-2023,04:00:00,3287.45,1403.27,717.28,1009.2,108.05,18.66
31-05-2023,06:00:00,3188.45,1365.09,689.97,972.24,110.52,20.4
31-05-2023,08:00:00,3409.68,1412.55,762.44,1028.67,150.27,24.82
31-05-2023,10:00:00,4047.69,1628.22,845.24,1276.97,229.81,28.58
31-05-2023,12:00:00,4393.99,1741.51,979.9,1357.54,252.88,29.8
31-05-2023,14:00:00,4297.3,1699.58,967.14,1327.98,236.83,26.2
31-05-2023,16:00:00,4461.87,1771.31,995.78,1372.73,253.72,25.03
31-05-2023,18:00:00,4051.7,1643.34,915.39,1235.75,190.41,22.32
31-05-2023,20:00:00,3882.57,1605.74,872.07,1191.95,156.04,23.5
31-05-2023,22:00:00,3694.69,1599.37,818.63,1079.67,134.38,21.72
31-05-2023,23:00:00,3780.03,1634.74,835.68,1125.73,126.97,20.73
01-06-2023,00:00:00,3693.76,1580.92,835.29,1101.8,121.51,19.74
01-06-2023,02:00:00,3332.11,1425.32,739.28,1006.66,110.03,18.88
01-06-2023,04:00:00,3056.71,1324.67,659.88,922.72,102.22,18.39
01-06-2023,06:00:00,3089.06,1341.46,664.89,927.01,103.86,21.18
01-06-2023,08:00:00,3287.64,1373.08,722.06,993.51,140.83,23.94
01-06-2023,10:00:00,3926.7,1607.77,816.96,1229.07,208.25,28.09
01-06-2023,12:00:00,3998.17,1556.26,877.85,1306.77,198.79,24.25
01-06-2023,14:00:00,4039.58,1599.83,898.44,1272.69,208.49,24.83
01-06-2023,16:00:00,4266.8,1716.98,936.71,1336.05,213.77,25.28
01-06-2023,18:00:00,4234.17,1744.2,944.87,1293.27,187.21,22.9
01-06-2023,20:00:00,4023.77,1700.79,880.88,1235.82,147.72,24.57
01-06-2023,22:00:00,3783.01,1628.97,828.01,1136.11,127.73,22.94
01-06-2023,23:00:00,3863.92,1683.5,856.15,1149.81,117.65,21.15
02-06-2023,00:00:00,3773.04,1606.24,857.18,1146.59,110.88,20.04
02-06-2023,02:00:00,3378.48,1434.41,761.28,1032.14,99.8,18.8
02-06-2023,04:00:00,3096.66,1326.89,677.86,949.32,94.63,18.51
02-06-2023,06:00:00,3152.14,1362.13,689.32,958.02,98.34,20.67
02-06-2023,08:00:00,3202.66,1354.19,689.12,961.65,142.44,23.97
02-06-2023,10:00:00,4068.64,1656.0,845.76,1287.95,211.43,28.53
02-06-2023,12:00:00,4392.04,1718.94,983.3,1384.52,234.96,28.55
02-06-2023,14:00:00,4306.21,1724.95,965.32,1317.39,235.84,27.7
02-06-2023,16:00:00,4529.88,1818.23,997.32,1403.31,240.17,27.22
02-06-2023,18:00:00,4429.39,1801.21,1014.61,1345.01,198.22,25.02
02-06-2023,20:00:00,4220.22,1768.51,918.66,1309.46,160.81,25.21
02-06-2023,22:00:00,4167.28,1822.12,906.25,1236.61,137.3,24.09
02-06-2023,23:00:00,4347.84,1894.67,950.82,1297.6,135.82,23.52
03-06-2023,00:00:00,4348.04,1858.16,977.1,1320.46,130.34,22.63
03-06-2023,02:00:00,3879.78,1655.37,871.14,1178.11,116.54,21.27
03-06-2023,04:00:00,3508.55,1508.54,776.6,1061.28,108.07,20.7
03-06-2023,06:00:00,3384.3,1457.16,744.75,1022.58,108.93,21.55
03-06-2023,08:00:00,3441.61,1458.24,768.56,1028.42,130.54,22.77
03-06-2023,10:00:00,3978.15,1719.87,818.41,1206.2,169.74,25.8
03-06-2023,12:00:00,4338.5,1846.85,907.62,1326.76,193.86,26.71
03-06-2023,14:00:00,4402.58,1856.97,1030.16,1262.28,186.69,24.73
03-06-2023,16:00:00,4593.78,1956.51,1087.17,1298.27,187.55,23.7
03-06-2023,18:00:00,4410.18,1882.26,1058.6,1232.11,168.06,24.52
03-06-2023,20:00:00,4261.28,1854.93,980.75,1211.7,150.48,25.53
03-06-2023,22:00:00,4403.0,1947.0,991.39,1267.2,134.71,25.57
03-06-2023,23:00:00,4615.73,2021.34,1058.81,1341.44,134.81,24.74
04-06-2023,00:00:00,4643.76,2039.28,1066.42,1335.39,133.66,23.95
04-06-2023,02:00:00,4211.91,1836.25,970.95,1220.78,120.99,23.09
04-06-2023,04:00:00,3798.72,1669.2,857.4,1098.27,115.34,22.22
04-06-2023,06:00:00,3560.6,1560.7,805.18,1027.06,108.16,22.6
04-06-2023,08:00:00,3414.28,1458.7,794.61,985.3,117.28,20.49
04-06-2023,10:00:00,3712.39,1525.58,851.89,1154.88,123.83,21.02
04-06-2023,12:00:00,4068.57,1625.7,931.64,1307.76,140.87,22.73
04-06-2023,14:00:00,4054.56,1644.48,925.31,1285.52,139.92,21.38
04-06-2023,16:00:00,4274.67,1742.83,975.63,1353.58,144.57,22.26
04-06-2023,18:00:00,4181.4,1681.03,982.65,1302.53,145.16,23.0
04-06-2023,20:00:00,4251.89,1780.92,963.5,1294.26,146.87,25.98
04-06-2023,22:00:00,4534.74,1980.9,1012.14,1339.26,136.03,26.69
04-06-2023,23:00:00,4805.41,2054.36,1092.18,1448.2,137.09,26.05
05-06-2023,00:00:00,4794.09,2027.93,1118.84,1438.08,132.12,24.79
05-06-2023,02:00:00,4236.54,1793.4,987.04,1270.03,122.37,23.41
05-06-2023,04:00:00,3811.21,1616.26,865.87,1155.07,116.69,22.64
05-06-2023,06:00:00,3587.58,1533.67,806.44,1079.38,110.42,23.51
05-06-2023,08:00:00,3748.45,1590.96,831.68,1103.92,161.65,27.54
05-06-2023,10:00:00,4557.13,1845.78,951.72,1419.38,259.9,35.06
05-06-2023,12:00:00,4990.8,1979.05,1090.08,1557.74,275.76,35.11
05-06-2023,14:00:00,5083.49,2060.96,1109.11,1552.9,282.34,33.57
05-06-2023,16:00:00,5335.04,2203.23,1149.99,1611.7,284.8,34.6
05-06-2023,18:00:00,4959.84,2074.87,1099.22,1484.07,230.06,29.44
05-06-2023,20:00:00,4628.61,1990.52,996.06,1395.49,175.58,28.42
06-06-2023,00:00:00,5359.25,2303.8,1228.24,1598.55,149.26,27.93
06-06-2023,02:00:00,4505.88,1894.08,1035.65,1381.28,128.28,24.68
06-06-2023,04:00:00,4024.5,1697.66,910.15,1235.72,119.36,23.34
06-06-2023,06:00:00,3782.07,1607.61,849.64,1149.98,117.04,24.39
06-06-2023,08:00:00,3773.43,1585.55,828.96,1129.12,165.2,28.28
06-06-2023,10:00:00,4548.99,1831.22,946.16,1436.31,260.48,35.29
06-06-2023,12:00:00,5052.28,2039.17,1049.25,1597.04,283.61,35.63
06-06-2023,14:00:00,5271.26,2164.64,1131.98,1595.29,283.81,35.25
06-06-2023,16:00:00,5432.16,2150.96,1137.21,1786.68,275.89,36.22
06-06-2023,18:00:00,5096.15,2121.99,1117.12,1548.49,234.48,30.17
06-06-2023,20:00:00,4717.27,2039.8,1019.16,1479.94,174.42,27.94
06-06-2023,22:00:00,4993.26,2185.18,1079.06,1495.24,157.09,28.86
06-06-2023,23:00:00,5356.34,2358.82,1191.06,1570.6,153.83,28.4
07-06-2023,00:00:00,5303.36,2296.17,1201.44,1577.68,150.22,27.33
07-06-2023,02:00:00,4713.21,2021.91,1076.04,1418.29,133.18,25.91
07-06-2023,04:00:00,4201.97,1803.32,944.02,1268.46,121.69,24.52
07-06-2023,06:00:00,3868.86,1668.17,854.8,1160.78,121.48,24.97
07-06-2023,08:00:00,3890.69,1641.78,864.51,1147.96,167.46,28.83
07-06-2023,10:00:00,4535.32,1859.57,952.62,1388.06,264.99,35.13
07-06-2023,12:00:00,5114.34,2056.95,1110.34,1573.52,282.99,36.27
07-06-2023,14:00:00,5230.09,2081.01,1193.06,1595.18,272.83,36.17
07-06-2023,16:00:00,5560.62,2280.13,1228.38,1685.23,278.05,34.92
07-06-2023,18:00:00,5195.77,2082.22,1232.2,1583.08,228.03,31.06
07-06-2023,20:00:00,4882.57,2079.68,1082.19,1477.57,175.12,29.73
07-06-2023,22:00:00,5263.51,2299.42,1173.29,1549.84,156.73,30.02
07-06-2023,23:00:00,5661.93,2470.63,1285.92,1670.5,153.32,29.58
08-06-2023,00:00:00,5653.17,2464.93,1296.32,1660.33,145.75,28.32
08-06-2023,02:00:00,5008.36,2173.48,1145.93,1484.32,131.37,26.66
08-06-2023,04:00:00,4434.92,1938.42,985.52,1322.75,122.62,25.36
08-06-2023,06:00:00,3981.65,1715.08,882.51,1202.37,118.57,25.39
08-06-2023,08:00:00,4007.94,1694.45,892.89,1184.11,167.53,29.57
08-06-2023,10:00:00,4761.15,1966.36,975.77,1471.31,265.13,37.11
08-06-2023,12:00:00,5309.74,2156.94,1141.16,1640.96,282.41,37.98
08-06-2023,14:00:00,5589.54,2320.9,1215.76,1677.58,289.4,38.63
08-06-2023,16:00:00,5969.57,2495.47,1287.91,1791.19,297.55,39.06
08-06-2023,18:00:00,5438.48,2268.81,1229.65,1610.26,240.61,32.27
08-06-2023,20:00:00,5023.74,2153.55,1096.81,1505.42,186.79,30.24
08-06-2023,22:00:00,5393.76,2394.45,1177.55,1579.28,159.73,31.55
08-06-2023,23:00:00,5832.06,2571.4,1303.15,1706.06,159.82,30.83
09-06-2023,00:00:00,5874.41,2557.17,1348.1,1732.03,152.12,29.85
09-06-2023,02:00:00,5288.87,2314.38,1199.8,1560.36,135.93,28.16
09-06-2023,04:00:00,4671.62,2038.46,1051.94,1381.48,127.38,26.96
09-06-2023,06:00:00,4229.14,1840.33,945.11,1249.68,124.28,27.25
09-06-2023,08:00:00,4244.23,1802.42,949.76,1241.78,176.86,31.49
09-06-2023,10:00:00,5099.52,2153.84,1007.79,1565.76,284.12,35.53
09-06-2023,12:00:00,5548.5,2387.16,1237.43,1517.06,308.99,41.76
09-06-2023,14:00:00,6000.62,2458.19,1326.89,1804.68,310.48,42.16
09-06-2023,16:00:00,6381.78,2628.04,1434.97,1897.08,317.01,42.25
09-06-2023,18:00:00,5651.63,2271.81,1329.72,1695.43,265.48,34.4
09-06-2023,20:00:00,5155.48,2195.17,1145.19,1526.08,211.05,31.37
09-06-2023,22:00:00,5498.35,2411.46,1210.68,1595.71,198.3,32.19
09-06-2023,23:00:00,5949.58,2644.74,1305.13,1730.79,189.87,31.85
10-06-2023,00:00:00,6006.42,2632.11,1349.83,1751.5,183.87,30.97
10-06-2023,02:00:00,5415.29,2339.17,1233.54,1586.72,175.23,29.23
10-06-2023,04:00:00,4835.7,2113.23,1067.83,1407.73,170.44,27.82
10-06-2023,06:00:00,4356.59,1890.22,950.26,1280.66,166.92,27.24
10-06-2023,08:00:00,4121.51,1783.64,860.31,1215.17,187.19,27.74
10-06-2023,10:00:00,4762.85,2016.72,1064.13,1379.17,219.21,32.83
10-06-2023,12:00:00,5537.75,2368.73,1248.59,1583.54,243.2,36.39
10-06-2023,14:00:00,5980.09,2590.16,1379.83,1680.97,239.41,35.33
10-06-2023,16:00:00,6197.62,2645.47,1464.84,1753.25,237.4,34.19
10-06-2023,18:00:00,5318.1,2300.0,1255.89,1450.9,219.21,32.45
10-06-2023,20:00:00,4971.13,2171.76,1130.87,1381.04,209.81,31.07
10-06-2023,22:00:00,5480.04,2419.87,1227.48,1551.45,201.93,32.35
10-06-2023,23:00:00,5962.07,2607.11,1352.09,1709.6,203.43,31.85
11-06-2023,00:00:00,6004.5,2644.92,1378.31,1698.57,195.19,30.7
11-06-2023,02:00:00,5323.56,2347.55,1210.48,1500.06,186.73,29.5
11-06-2023,04:00:00,4813.6,2144.16,1065.59,1346.51,183.48,28.14
11-06-2023,06:00:00,4321.82,1924.49,965.3,1193.55,176.12,27.17
11-06-2023,08:00:00,3991.63,1737.42,901.46,1120.48,182.68,24.52
11-06-2023,10:00:00,4258.12,1754.94,930.57,1307.58,185.1,25.38
11-06-2023,12:00:00,4740.0,1972.43,1040.95,1454.0,199.45,27.53
11-06-2023,14:00:00,5138.4,2177.43,1124.61,1554.26,204.0,28.39
11-06-2023,16:00:00,5576.77,2337.28,1263.96,1683.97,205.91,30.31
11-06-2023,18:00:00,4990.12,2117.61,1129.99,1462.02,204.05,30.14
11-06-2023,20:00:00,4823.18,2068.87,1066.0,1407.69,205.33,30.6
11-06-2023,22:00:00,5579.74,2467.92,1238.04,1597.0,200.71,32.45
11-06-2023,23:00:00,6100.39,2667.98,1375.21,1772.9,196.6,33.53
12-06-2023,00:00:00,6159.73,2685.47,1405.65,1773.29,205.38,32.73
12-06-2023,02:00:00,5578.84,2431.49,1265.28,1597.7,200.6,30.81
12-06-2023,04:00:00,5012.98,2200.72,1111.96,1425.53,197.64,29.57
12-06-2023,06:00:00,4469.36,1968.19,979.02,1253.25,195.21,29.26
12-06-2023,08:00:00,4155.04,1792.83,954.78,1094.64,224.16,33.43
12-06-2023,10:00:00,5135.57,2168.29,1080.96,1513.59,298.6,42.5
12-06-2023,12:00:00,5778.84,2452.87,1215.96,1685.78,323.98,44.3
12-06-2023,14:00:00,6320.22,2715.1,1341.81,1825.11,326.77,46.38
12-06-2023,16:00:00,6632.68,2866.75,1430.39,1907.02,319.45,45.35
12-06-2023,18:00:00,5927.15,2539.94,1298.39,1710.26,285.79,37.25
12-06-2023,20:00:00,5619.72,2472.99,1204.31,1618.73,239.05,34.26
12-06-2023,22:00:00,6378.35,2875.2,1376.8,1806.44,221.78,35.97
12-06-2023,23:00:00,6783.7,3053.79,1481.58,1930.9,219.64,36.15
13-06-2023,00:00:00,6724.52,2969.01,1513.14,1930.47,214.1,34.92
13-06-2023,02:00:00,6134.58,2687.91,1388.93,1756.72,209.74,32.9
13-06-2023,04:00:00,5554.05,2527.36,1134.97,1604.99,202.47,31.58
13-06-2023,06:00:00,4910.72,2150.12,1087.39,1398.68,197.3,30.73
13-06-2023,08:00:00,4788.32,2034.29,1091.34,1351.44,230.39,36.13
13-06-2023,10:00:00,5450.18,2323.08,1123.99,1601.74,304.08,44.86
13-06-2023,12:00:00,6145.42,2600.97,1294.85,1802.85,341.95,46.66
13-06-2023,14:00:00,6632.58,2852.08,1398.67,1912.71,356.45,47.4
13-06-2023,16:00:00,6901.03,2897.74,1503.87,2014.66,372.97,46.99
13-06-2023,18:00:00,6168.98,2666.43,1349.05,1756.47,296.18,38.08
13-06-2023,20:00:00,5724.79,2495.43,1214.53,1681.27,237.38,35.3
13-06-2023,22:00:00,6536.38,2951.26,1420.94,1850.48,210.33,37.8
13-06-2023,23:00:00,6936.86,3094.18,1547.02,1985.79,208.48,36.91
14-06-2023,00:00:00,6888.15,2933.88,1605.99,2047.72,201.01,36.24
14-06-2023,02:00:00,6227.88,2774.41,1396.58,1774.77,189.43,33.88
14-06-2023,04:00:00,5538.54,2466.56,1234.99,1576.42,175.51,31.8
14-06-2023,06:00:00,4904.56,2162.79,1089.7,1409.62,163.71,30.95
14-06-2023,08:00:00,4757.92,2083.33,1047.97,1327.87,215.44,36.33
14-06-2023,10:00:00,5571.97,2334.63,1188.64,1619.64,329.26,45.29
14-06-2023,12:00:00,6318.71,2642.29,1359.58,1826.07,375.73,47.49
14-06-2023,14:00:00,6800.7,2883.38,1491.2,1941.14,379.79,47.28
14-06-2023,16:00:00,7089.05,3012.73,1563.33,2019.2,380.63,44.31
14-06-2023,18:00:00,6093.58,2625.09,1329.17,1740.42,308.14,38.04
14-06-2023,20:00:00,5833.58,2533.4,1300.58,1666.92,245.41,35.57
14-06-2023,22:00:00,6107.27,2751.09,1294.21,1665.68,211.79,35.89
14-06-2023,23:00:00,6501.82,2930.59,1420.96,1841.45,211.98,35.47
